"dm","gdr","smk","age","sbp","chl","refv","N_AFR_ME","CSS_AFR","ESS_AFR","SSS_AFR","WSS_AFR","SN_LAT_AME","HI_N_AME","CAR","AND_LAT_AME","CEN_LAT_AME","TRO_LAT_AME","EAS_ASI","SOU_ASI","SE_ASI","CEN_ASI","HI_ASI_PAC","WES_EUR","CEN_EUR","EAS_EUR","OCE","AUS"
1,1,0,"50-54",">=180","<4","50-54_1_1_0_>=180_<4",24,15,15,14,14,16,19,14,11,12,13,23,14,15,23,14,17,21,25,17,17
1,1,0,"50-54","160-179","<4","50-54_1_1_0_160-179_<4",18,11,11,10,10,12,15,10,8,9,10,17,11,11,16,11,12,15,19,13,13
1,1,0,"50-54","140-159","<4","50-54_1_1_0_140-159_<4",14,8,8,8,8,9,12,8,6,7,7,12,8,8,11,9,9,11,15,10,10
1,1,0,"50-54","120-139","<4","50-54_1_1_0_120-139_<4",11,6,6,6,6,7,9,6,5,5,6,9,6,6,8,7,7,8,12,8,8
1,1,0,"50-54","<120","<4","50-54_1_1_0_<120_<4",8,5,5,4,4,5,7,4,4,4,4,6,5,4,5,6,5,5,9,6,6
1,1,0,"45-49",">=180","<4","45-49_1_1_0_>=180_<4",20,12,12,11,12,13,16,11,9,10,11,20,12,13,18,12,13,17,21,15,14
1,1,0,"45-49","160-179","<4","45-49_1_1_0_160-179_<4",15,9,9,8,8,10,12,8,7,7,8,14,9,9,12,10,10,12,16,11,11
1,1,0,"45-49","140-159","<4","45-49_1_1_0_140-159_<4",11,7,6,6,6,7,9,6,5,5,6,10,7,7,8,7,7,8,12,8,8
1,1,0,"45-49","120-139","<4","45-49_1_1_0_120-139_<4",8,5,5,4,4,5,7,4,4,4,4,7,5,5,6,6,5,6,9,6,6
1,1,0,"45-49","<120","<4","45-49_1_1_0_<120_<4",6,3,3,3,3,4,5,3,3,3,3,5,4,3,4,4,4,4,7,4,5
1,1,0,"40-44",">=180","<4","40-44_1_1_0_>=180_<4",17,10,10,9,10,11,14,10,8,8,9,17,10,11,14,11,11,14,18,13,12
1,1,0,"40-44","160-179","<4","40-44_1_1_0_160-179_<4",12,7,7,7,7,8,10,7,6,6,7,11,7,7,9,8,8,9,13,9,9
1,1,0,"40-44","140-159","<4","40-44_1_1_0_140-159_<4",9,5,5,5,5,6,8,5,4,4,5,8,5,5,6,6,5,6,10,7,6
1,1,0,"40-44","120-139","<4","40-44_1_1_0_120-139_<4",6,4,4,3,3,4,6,3,3,3,4,5,4,4,4,5,4,4,7,5,5
1,1,0,"40-44","<120","<4","40-44_1_1_0_<120_<4",5,3,3,2,2,3,4,2,2,2,3,4,3,2,3,4,3,3,5,4,3
1,1,0,"70-74",">=180","4-4.9","70-74_1_1_0_>=180_4-4.9",51,33,32,31,32,34,40,32,24,28,26,44,33,36,72,29,40,50,49,33,37
1,1,0,"70-74","160-179","4-4.9","70-74_1_1_0_160-179_4-4.9",44,28,27,26,27,29,34,27,20,23,22,37,28,29,61,25,34,41,42,28,31
1,1,0,"70-74","140-159","4-4.9","70-74_1_1_0_140-159_4-4.9",37,23,22,22,22,25,29,22,17,19,18,30,23,24,49,21,28,34,36,23,27
1,1,0,"70-74","120-139","4-4.9","70-74_1_1_0_120-139_4-4.9",31,19,19,18,18,21,25,18,14,16,15,25,19,19,39,18,23,27,31,19,22
1,1,0,"70-74","<120","4-4.9","70-74_1_1_0_<120_4-4.9",26,16,15,15,15,17,21,15,12,13,13,20,16,16,31,15,19,22,26,16,19
1,1,0,"65-69",">=180","4-4.9","65-69_1_1_0_>=180_4-4.9",44,28,27,26,27,29,34,27,20,23,22,38,28,30,59,25,33,42,42,28,32
1,1,0,"65-69","160-179","4-4.9","65-69_1_1_0_160-179_4-4.9",37,23,22,21,22,24,29,22,17,19,18,31,23,24,47,21,27,33,36,23,26
1,1,0,"65-69","140-159","4-4.9","65-69_1_1_0_140-159_4-4.9",31,19,18,17,18,20,24,18,14,15,15,25,19,19,37,17,22,26,30,19,22
1,1,0,"65-69","120-139","4-4.9","65-69_1_1_0_120-139_4-4.9",25,15,15,14,14,17,20,14,11,12,12,19,15,15,28,15,18,21,25,16,18
1,1,0,"65-69","<120","4-4.9","65-69_1_1_0_<120_4-4.9",21,12,12,11,11,14,17,11,9,10,10,15,12,12,21,12,14,16,21,13,15
1,1,0,"60-64",">=180","4-4.9","60-64_1_1_0_>=180_4-4.9",38,24,23,22,23,25,29,22,17,19,19,33,23,25,47,21,28,34,37,24,27
1,1,0,"60-64","160-179","4-4.9","60-64_1_1_0_160-179_4-4.9",31,19,18,17,18,20,24,18,14,15,15,26,19,19,36,18,22,27,30,20,22
1,1,0,"60-64","140-159","4-4.9","60-64_1_1_0_140-159_4-4.9",25,15,14,14,14,16,20,14,11,12,12,20,15,15,27,14,17,21,25,16,18
1,1,0,"60-64","120-139","4-4.9","60-64_1_1_0_120-139_4-4.9",20,12,11,11,11,13,16,11,9,9,10,15,12,11,20,12,14,16,20,13,14
1,1,0,"60-64","<120","4-4.9","60-64_1_1_0_<120_4-4.9",16,9,9,8,9,11,13,9,7,7,8,12,10,9,14,10,11,12,17,10,12
1,1,0,"55-59",">=180","4-4.9","55-59_1_1_0_>=180_4-4.9",32,20,19,18,19,21,25,19,14,16,16,28,19,20,36,18,23,28,32,21,23
1,1,0,"55-59","160-179","4-4.9","55-59_1_1_0_160-179_4-4.9",25,15,15,14,15,17,20,14,11,12,13,21,15,15,27,15,18,21,26,17,18
1,1,0,"55-59","140-159","4-4.9","55-59_1_1_0_140-159_4-4.9",20,12,12,11,11,13,16,11,9,9,10,16,12,12,19,12,14,16,21,13,14
1,1,0,"55-59","120-139","4-4.9","55-59_1_1_0_120-139_4-4.9",16,9,9,8,9,10,13,8,7,7,8,12,9,9,14,10,10,12,16,10,11
1,1,0,"55-59","<120","4-4.9","55-59_1_1_0_<120_4-4.9",12,7,7,6,6,8,10,6,5,6,6,9,7,7,10,8,8,9,13,8,9
1,1,0,"50-54",">=180","4-4.9","50-54_1_1_0_>=180_4-4.9",27,17,16,15,16,18,21,15,12,13,14,24,16,17,28,16,19,23,27,18,19
1,1,0,"50-54","160-179","4-4.9","50-54_1_1_0_160-179_4-4.9",21,13,12,11,12,14,17,12,9,10,11,18,12,13,20,12,14,17,21,14,15
1,1,0,"50-54","140-159","4-4.9","50-54_1_1_0_140-159_4-4.9",16,9,9,9,9,11,13,9,7,8,8,13,10,9,14,10,11,12,17,11,11
1,1,0,"50-54","120-139","4-4.9","50-54_1_1_0_120-139_4-4.9",12,7,7,6,7,8,10,7,5,6,6,9,7,7,10,8,8,9,13,8,9
1,1,0,"50-54","<120","4-4.9","50-54_1_1_0_<120_4-4.9",9,5,5,5,5,6,8,5,4,4,5,7,6,5,7,6,6,6,10,6,7
1,1,0,"45-49",">=180","4-4.9","45-49_1_1_0_>=180_4-4.9",23,14,14,13,13,15,18,13,10,11,12,21,13,14,22,14,16,19,23,16,16
1,1,0,"45-49","160-179","4-4.9","45-49_1_1_0_160-179_4-4.9",17,10,10,9,10,11,14,9,8,8,9,15,10,10,15,11,11,13,18,12,12
1,1,0,"45-49","140-159","4-4.9","45-49_1_1_0_140-159_4-4.9",13,7,7,7,7,8,11,7,6,6,7,10,8,7,10,8,8,9,14,9,9
1,1,0,"45-49","120-139","4-4.9","45-49_1_1_0_120-139_4-4.9",10,5,5,5,5,6,8,5,4,4,5,7,6,5,7,6,6,6,10,7,7
1,1,0,"45-49","<120","4-4.9","45-49_1_1_0_<120_4-4.9",7,4,4,4,4,5,6,4,3,3,4,5,4,4,5,5,4,4,8,5,5
1,1,0,"40-44",">=180","4-4.9","40-44_1_1_0_>=180_4-4.9",19,12,11,11,11,12,15,11,8,9,10,18,11,12,17,12,13,16,20,14,13
1,1,0,"40-44","160-179","4-4.9","40-44_1_1_0_160-179_4-4.9",14,8,8,8,8,9,12,8,6,7,7,12,8,8,11,9,9,11,15,10,10
1,1,0,"40-44","140-159","4-4.9","40-44_1_1_0_140-159_4-4.9",10,6,6,5,5,7,9,5,5,5,5,8,6,6,7,7,6,7,11,7,7
1,1,0,"40-44","120-139","4-4.9","40-44_1_1_0_120-139_4-4.9",7,4,4,4,4,5,7,4,3,3,4,6,5,4,5,5,5,5,8,5,5
1,1,0,"40-44","<120","4-4.9","40-44_1_1_0_<120_4-4.9",5,3,3,3,3,4,5,3,2,2,3,4,3,3,3,4,3,3,6,4,4
1,1,0,"70-74",">=180","5-5.9","70-74_1_1_0_>=180_5-5.9",55,36,35,35,36,38,43,35,27,31,28,47,36,39,80,31,44,54,52,35,40
1,1,0,"70-74","160-179","5-5.9","70-74_1_1_0_160-179_5-5.9",48,30,29,29,30,32,37,29,22,26,23,40,31,32,69,27,37,45,45,30,34
1,1,0,"70-74","140-159","5-5.9","70-74_1_1_0_140-159_5-5.9",41,25,25,24,25,27,32,24,19,21,20,33,26,26,57,23,31,38,39,25,29
1,1,0,"70-74","120-139","5-5.9","70-74_1_1_0_120-139_5-5.9",35,21,20,20,20,23,27,20,15,18,16,27,22,22,46,19,26,31,34,21,25
1,1,0,"70-74","<120","5-5.9","70-74_1_1_0_<120_5-5.9",29,17,17,16,17,19,23,17,13,14,14,22,18,17,36,17,21,25,29,18,21
1,1,0,"65-69",">=180","5-5.9","65-69_1_1_0_>=180_5-5.9",48,31,30,29,30,32,37,30,22,26,24,41,31,33,68,27,37,46,46,30,35
1,1,0,"65-69","160-179","5-5.9","65-69_1_1_0_160-179_5-5.9",40,25,25,24,25,27,32,24,18,21,20,33,26,26,55,23,31,37,39,25,29
1,1,0,"65-69","140-159","5-5.9","65-69_1_1_0_140-159_5-5.9",34,21,20,19,20,22,27,20,15,17,16,27,21,21,44,19,25,30,33,21,24
1,1,0,"65-69","120-139","5-5.9","65-69_1_1_0_120-139_5-5.9",28,17,16,16,16,18,22,16,12,14,13,21,17,17,34,16,20,24,28,17,20
1,1,0,"65-69","<120","5-5.9","65-69_1_1_0_<120_5-5.9",23,14,13,13,13,15,19,13,10,11,11,17,14,13,26,13,16,18,23,14,17
1,1,0,"60-64",">=180","5-5.9","60-64_1_1_0_>=180_5-5.9",42,26,25,25,25,28,32,25,19,22,21,35,26,27,56,23,31,39,40,26,30
1,1,0,"60-64","160-179","5-5.9","60-64_1_1_0_160-179_5-5.9",34,21,20,20,20,23,27,20,15,17,17,28,21,21,43,19,25,30,33,21,24
1,1,0,"60-64","140-159","5-5.9","60-64_1_1_0_140-159_5-5.9",28,17,16,16,16,18,22,16,12,14,13,21,17,17,33,16,20,23,28,17,20
1,1,0,"60-64","120-139","5-5.9","60-64_1_1_0_120-139_5-5.9",22,13,13,12,13,15,18,12,10,11,11,16,14,13,24,13,16,18,23,14,16
1,1,0,"60-64","<120","5-5.9","60-64_1_1_0_<120_5-5.9",18,10,10,10,10,12,15,10,8,9,9,13,11,10,18,11,12,14,19,11,13
1,1,0,"55-59",">=180","5-5.9","55-59_1_1_0_>=180_5-5.9",36,22,22,21,21,23,28,21,16,18,18,30,22,23,44,20,26,32,35,23,25
1,1,0,"55-59","160-179","5-5.9","55-59_1_1_0_160-179_5-5.9",29,17,17,16,16,19,23,16,13,14,14,23,17,17,33,16,20,24,28,18,20
1,1,0,"55-59","140-159","5-5.9","55-59_1_1_0_140-159_5-5.9",23,13,13,12,13,15,18,13,10,11,11,17,14,13,24,13,16,18,23,14,16
1,1,0,"55-59","120-139","5-5.9","55-59_1_1_0_120-139_5-5.9",18,10,10,10,10,12,15,10,8,8,9,13,11,10,17,11,12,14,18,11,13
1,1,0,"55-59","<120","5-5.9","55-59_1_1_0_<120_5-5.9",14,8,8,7,7,9,12,7,6,7,7,10,8,7,12,9,9,10,15,9,10
1,1,0,"50-54",">=180","5-5.9","50-54_1_1_0_>=180_5-5.9",30,19,18,17,18,20,24,18,13,15,15,26,18,19,35,17,22,27,30,20,22
1,1,0,"50-54","160-179","5-5.9","50-54_1_1_0_160-179_5-5.9",24,14,14,13,13,16,19,13,10,11,12,19,14,14,25,14,17,20,24,15,17
1,1,0,"50-54","140-159","5-5.9","50-54_1_1_0_140-159_5-5.9",18,11,11,10,10,12,15,10,8,9,9,14,11,10,18,11,13,14,19,12,13
1,1,0,"50-54","120-139","5-5.9","50-54_1_1_0_120-139_5-5.9",14,8,8,7,8,9,12,8,6,7,7,10,9,8,12,9,9,10,15,9,10
1,1,0,"50-54","<120","5-5.9","50-54_1_1_0_<120_5-5.9",11,6,6,6,6,7,9,6,5,5,5,7,7,6,8,7,7,7,12,7,8
1,1,0,"45-49",">=180","5-5.9","45-49_1_1_0_>=180_5-5.9",26,16,15,14,15,17,21,15,11,12,13,22,15,16,27,15,18,22,26,17,18
1,1,0,"45-49","160-179","5-5.9","45-49_1_1_0_160-179_5-5.9",20,12,11,11,11,13,16,11,9,9,10,16,12,11,19,12,13,16,20,13,14
1,1,0,"45-49","140-159","5-5.9","45-49_1_1_0_140-159_5-5.9",15,9,8,8,8,10,12,8,6,7,7,11,9,8,13,9,10,11,16,10,11
1,1,0,"45-49","120-139","5-5.9","45-49_1_1_0_120-139_5-5.9",11,6,6,6,6,7,10,6,5,5,5,8,7,6,9,7,7,8,12,7,8
1,1,0,"45-49","<120","5-5.9","45-49_1_1_0_<120_5-5.9",8,5,5,4,4,6,7,4,4,4,4,5,5,4,6,6,5,5,9,5,6
1,1,0,"40-44",">=180","5-5.9","40-44_1_1_0_>=180_5-5.9",22,13,13,12,12,14,18,12,10,10,11,19,13,13,21,13,15,18,22,15,15
1,1,0,"40-44","160-179","5-5.9","40-44_1_1_0_160-179_5-5.9",16,10,9,9,9,11,13,9,7,8,8,13,10,9,14,10,11,12,17,11,12
1,1,0,"40-44","140-159","5-5.9","40-44_1_1_0_140-159_5-5.9",12,7,7,6,6,8,10,6,5,6,6,9,7,6,9,8,8,8,13,8,9
1,1,0,"40-44","120-139","5-5.9","40-44_1_1_0_120-139_5-5.9",9,5,5,5,5,6,8,5,4,4,4,6,5,4,6,6,6,6,10,6,7
1,1,0,"40-44","<120","5-5.9","40-44_1_1_0_<120_5-5.9",6,4,4,3,3,4,6,3,3,3,3,4,4,3,4,4,4,4,7,4,5
1,1,0,"70-74",">=180","6-6.9","70-74_1_1_0_>=180_6-6.9",59,40,38,38,39,41,46,39,29,34,30,51,40,43,86,34,48,59,56,37,43
1,1,0,"70-74","160-179","6-6.9","70-74_1_1_0_160-179_6-6.9",52,33,32,32,33,35,40,33,25,28,26,43,34,36,76,29,41,50,49,32,37
1,1,0,"70-74","140-159","6-6.9","70-74_1_1_0_140-159_6-6.9",44,28,27,27,27,30,35,27,21,24,21,35,29,29,65,25,34,42,42,27,32
1,1,0,"70-74","120-139","6-6.9","70-74_1_1_0_120-139_6-6.9",38,23,23,22,23,25,30,22,17,20,18,29,24,24,53,21,29,34,37,23,27
1,1,0,"70-74","<120","6-6.9","70-74_1_1_0_<120_6-6.9",32,19,19,18,19,21,25,19,14,16,15,23,20,19,43,18,24,28,31,19,23
1,1,0,"65-69",">=180","6-6.9","65-69_1_1_0_>=180_6-6.9",52,34,33,32,34,36,41,33,25,29,26,44,35,37,77,29,42,51,50,33,38
1,1,0,"65-69","160-179","6-6.9","65-69_1_1_0_160-179_6-6.9",45,28,27,27,28,30,35,27,21,24,22,36,29,30,64,25,34,42,43,27,32
1,1,0,"65-69","140-159","6-6.9","65-69_1_1_0_140-159_6-6.9",37,23,22,22,22,25,29,22,17,19,18,29,24,24,52,21,28,34,36,23,27
1,1,0,"65-69","120-139","6-6.9","65-69_1_1_0_120-139_6-6.9",31,19,18,18,18,21,25,18,14,16,15,23,20,19,41,18,23,27,31,19,22
1,1,0,"65-69","<120","6-6.9","65-69_1_1_0_<120_6-6.9",26,15,15,14,15,17,21,14,11,13,12,18,16,15,31,15,19,21,26,15,19
1,1,0,"60-64",">=180","6-6.9","60-64_1_1_0_>=180_6-6.9",46,29,28,28,29,31,36,28,21,24,23,38,30,31,65,26,36,44,44,28,33
1,1,0,"60-64","160-179","6-6.9","60-64_1_1_0_160-179_6-6.9",38,24,23,22,23,25,30,23,17,20,18,30,24,24,52,21,29,35,37,23,27
1,1,0,"60-64","140-159","6-6.9","60-64_1_1_0_140-159_6-6.9",31,19,18,18,18,21,25,18,14,16,15,23,20,19,40,18,23,27,31,19,22
1,1,0,"60-64","120-139","6-6.9","60-64_1_1_0_120-139_6-6.9",25,15,15,14,14,17,20,14,11,12,12,18,16,15,30,15,18,21,25,15,18
1,1,0,"60-64","<120","6-6.9","60-64_1_1_0_<120_6-6.9",21,12,12,11,11,14,17,11,9,10,10,14,13,11,22,12,14,16,21,12,15
1,1,0,"55-59",">=180","6-6.9","55-59_1_1_0_>=180_6-6.9",40,25,24,23,24,27,31,24,18,21,19,33,25,26,54,22,30,37,39,25,29
1,1,0,"55-59","160-179","6-6.9","55-59_1_1_0_160-179_6-6.9",32,20,19,18,19,21,25,19,14,16,15,25,20,20,41,18,24,28,32,20,23
1,1,0,"55-59","140-159","6-6.9","55-59_1_1_0_140-159_6-6.9",26,15,15,14,15,17,21,15,11,13,12,19,16,15,30,15,18,21,26,16,19
1,1,0,"55-59","120-139","6-6.9","55-59_1_1_0_120-139_6-6.9",21,12,12,11,11,14,17,11,9,10,10,14,13,11,22,12,14,16,21,12,15
1,1,0,"55-59","<120","6-6.9","55-59_1_1_0_<120_6-6.9",16,9,9,9,9,11,14,9,7,8,8,11,10,9,16,10,11,12,17,10,12
1,1,0,"50-54",">=180","6-6.9","50-54_1_1_0_>=180_6-6.9",34,21,21,20,20,23,27,20,15,17,17,28,21,22,44,19,25,31,34,22,25
1,1,0,"50-54","160-179","6-6.9","50-54_1_1_0_160-179_6-6.9",27,16,16,15,16,18,22,15,12,13,13,21,17,16,32,16,19,23,27,17,19
1,1,0,"50-54","140-159","6-6.9","50-54_1_1_0_140-159_6-6.9",21,12,12,12,12,14,17,12,9,10,10,15,13,12,23,12,15,17,22,13,15
1,1,0,"50-54","120-139","6-6.9","50-54_1_1_0_120-139_6-6.9",16,9,9,9,9,11,14,9,7,8,8,11,10,9,16,10,11,12,17,10,12
1,1,0,"50-54","<120","6-6.9","50-54_1_1_0_<120_6-6.9",13,7,7,7,7,9,11,7,5,6,6,8,8,6,11,8,8,9,13,8,10
1,1,0,"45-49",">=180","6-6.9","45-49_1_1_0_>=180_6-6.9",30,18,17,17,17,19,23,17,13,15,14,24,18,18,35,17,21,25,29,19,21
1,1,0,"45-49","160-179","6-6.9","45-49_1_1_0_160-179_6-6.9",23,13,13,12,13,15,18,13,10,11,11,17,14,13,24,13,16,18,23,14,16
1,1,0,"45-49","140-159","6-6.9","45-49_1_1_0_140-159_6-6.9",17,10,10,9,9,12,14,9,7,8,8,12,11,10,17,10,12,13,18,11,13
1,1,0,"45-49","120-139","6-6.9","45-49_1_1_0_120-139_6-6.9",13,7,7,7,7,9,11,7,6,6,6,9,8,7,11,8,9,9,14,8,10
1,1,0,"45-49","<120","6-6.9","45-49_1_1_0_<120_6-6.9",10,6,5,5,5,7,9,5,4,5,5,6,6,5,8,6,6,7,11,6,8
1,1,0,"40-44",">=180","6-6.9","40-44_1_1_0_>=180_6-6.9",25,15,15,14,14,17,20,14,11,12,12,20,15,15,27,15,18,21,25,16,18
1,1,0,"40-44","160-179","6-6.9","40-44_1_1_0_160-179_6-6.9",19,11,11,10,10,13,16,10,8,9,9,14,11,11,19,11,13,15,19,12,14
1,1,0,"40-44","140-159","6-6.9","40-44_1_1_0_140-159_6-6.9",14,8,8,7,8,9,12,8,6,7,7,10,9,8,12,9,9,10,15,9,10
1,1,0,"40-44","120-139","6-6.9","40-44_1_1_0_120-139_6-6.9",10,6,6,5,5,7,9,5,4,5,5,7,6,5,8,7,7,7,11,7,8
1,1,0,"40-44","<120","6-6.9","40-44_1_1_0_<120_6-6.9",8,4,4,4,4,5,7,4,3,4,4,5,5,4,5,5,5,5,9,5,6
1,1,0,"70-74",">=180",">=7","70-74_1_1_0_>=180_>=7",63,43,42,42,43,45,50,43,32,38,33,54,44,47,92,37,53,64,59,40,47
1,1,0,"70-74","160-179",">=7","70-74_1_1_0_160-179_>=7",56,37,35,35,36,38,43,36,27,32,28,46,38,40,84,32,45,55,52,34,41
1,1,0,"70-74","140-159",">=7","70-74_1_1_0_140-159_>=7",48,31,30,29,31,33,37,30,23,26,23,38,32,33,73,27,38,46,46,29,35
1,1,0,"70-74","120-139",">=7","70-74_1_1_0_120-139_>=7",42,26,25,25,25,28,32,25,19,22,20,31,27,27,62,23,32,38,40,24,30
1,1,0,"70-74","<120",">=7","70-74_1_1_0_<120_>=7",35,21,21,20,21,24,28,21,16,18,16,26,23,22,50,20,27,31,34,21,25
1,1,0,"65-69",">=180",">=7","65-69_1_1_0_>=180_>=7",57,38,36,36,37,39,44,37,28,32,29,48,39,41,85,32,46,57,54,35,42
1,1,0,"65-69","160-179",">=7","65-69_1_1_0_160-179_>=7",49,31,30,30,31,33,38,31,23,27,24,39,32,33,73,27,39,47,46,29,35
1,1,0,"65-69","140-159",">=7","65-69_1_1_0_140-159_>=7",41,26,25,24,25,28,32,25,19,22,20,31,27,27,61,23,32,38,40,25,30
1,1,0,"65-69","120-139",">=7","65-69_1_1_0_120-139_>=7",35,21,20,20,21,23,27,20,16,18,16,25,22,21,49,19,26,31,34,20,25
1,1,0,"65-69","<120",">=7","65-69_1_1_0_<120_>=7",29,17,17,16,17,19,23,16,13,14,13,20,18,17,38,16,21,24,28,17,21
1,1,0,"60-64",">=180",">=7","60-64_1_1_0_>=180_>=7",51,33,32,31,32,34,39,32,24,28,25,41,34,35,75,29,40,49,48,31,37
1,1,0,"60-64","160-179",">=7","60-64_1_1_0_160-179_>=7",42,27,26,25,26,29,33,26,20,22,20,33,28,28,62,24,33,39,41,25,30
1,1,0,"60-64","140-159",">=7","60-64_1_1_0_140-159_>=7",35,21,21,20,21,23,28,21,16,18,16,26,22,22,49,20,26,31,34,21,25
1,1,0,"60-64","120-139",">=7","60-64_1_1_0_120-139_>=7",29,17,17,16,17,19,23,16,13,14,13,20,18,17,37,16,21,24,28,17,21
1,1,0,"60-64","<120",">=7","60-64_1_1_0_<120_>=7",23,14,13,13,13,16,19,13,10,11,11,15,15,13,28,13,17,19,23,14,17
1,1,0,"55-59",">=180",">=7","55-59_1_1_0_>=180_>=7",45,28,27,27,28,30,35,27,21,24,22,36,29,30,65,25,35,42,43,27,32
1,1,0,"55-59","160-179",">=7","55-59_1_1_0_160-179_>=7",37,22,22,21,22,24,29,22,16,19,17,28,23,23,51,21,28,33,35,22,26
1,1,0,"55-59","140-159",">=7","55-59_1_1_0_140-159_>=7",30,18,17,17,17,20,23,17,13,15,14,21,19,18,38,17,22,25,29,17,21
1,1,0,"55-59","120-139",">=7","55-59_1_1_0_120-139_>=7",24,14,13,13,13,16,19,13,10,12,11,16,15,13,28,14,17,19,24,14,17
1,1,0,"55-59","<120",">=7","55-59_1_1_0_<120_>=7",19,11,10,10,10,13,15,10,8,9,9,12,12,10,20,11,13,14,19,11,14
1,1,0,"50-54",">=180",">=7","50-54_1_1_0_>=180_>=7",39,24,23,23,24,26,31,23,18,20,19,31,25,25,55,22,30,36,38,24,28
1,1,0,"50-54","160-179",">=7","50-54_1_1_0_160-179_>=7",31,19,18,18,18,21,25,18,14,16,15,23,20,19,41,18,23,27,31,19,22
1,1,0,"50-54","140-159",">=7","50-54_1_1_0_140-159_>=7",25,15,14,14,14,16,20,14,11,12,11,17,15,14,29,14,18,20,25,15,18
1,1,0,"50-54","120-139",">=7","50-54_1_1_0_120-139_>=7",19,11,11,10,11,13,16,10,8,9,9,12,12,10,21,11,14,15,20,11,14
1,1,0,"50-54","<120",">=7","50-54_1_1_0_<120_>=7",15,8,8,8,8,10,13,8,6,7,7,9,9,8,14,9,10,11,16,9,11
1,1,0,"45-49",">=180",">=7","45-49_1_1_0_>=180_>=7",34,21,20,20,20,23,27,20,15,17,16,26,21,21,45,19,25,30,33,21,24
1,1,0,"45-49","160-179",">=7","45-49_1_1_0_160-179_>=7",27,16,15,15,15,18,21,15,12,13,12,19,16,16,32,15,19,22,26,16,19
1,1,0,"45-49","140-159",">=7","45-49_1_1_0_140-159_>=7",21,12,12,11,11,14,17,11,9,10,9,14,13,11,22,12,14,16,21,12,15
1,1,0,"45-49","120-139",">=7","45-49_1_1_0_120-139_>=7",16,9,9,8,8,11,13,8,7,7,7,10,10,8,15,9,11,11,16,9,12
1,1,0,"45-49","<120",">=7","45-49_1_1_0_<120_>=7",12,7,7,6,6,8,10,6,5,6,5,7,7,6,10,7,8,8,13,7,9
1,1,0,"40-44",">=180",">=7","40-44_1_1_0_>=180_>=7",30,18,17,17,17,20,23,17,13,15,14,22,18,18,37,17,21,25,29,18,21
1,1,0,"40-44","160-179",">=7","40-44_1_1_0_160-179_>=7",22,13,13,12,13,15,18,12,10,11,11,16,14,13,25,13,16,18,23,14,16
1,1,0,"40-44","140-159",">=7","40-44_1_1_0_140-159_>=7",17,10,9,9,9,11,14,9,7,8,8,11,10,9,17,10,12,13,17,10,13
1,1,0,"40-44","120-139",">=7","40-44_1_1_0_120-139_>=7",13,7,7,7,7,9,11,7,5,6,6,8,8,6,11,8,9,9,13,8,10
1,1,0,"40-44","<120",">=7","40-44_1_1_0_<120_>=7",10,5,5,5,5,6,8,5,4,4,4,5,6,4,7,6,6,6,10,6,7
1,1,1,"70-74",">=180","<4","70-74_1_1_1_>=180_<4",57,38,37,36,37,39,44,37,28,32,29,51,37,41,80,32,45,56,54,37,42
1,1,1,"70-74","160-179","<4","70-74_1_1_1_160-179_<4",49,32,31,30,31,33,38,31,23,26,25,43,32,34,69,28,38,47,47,31,36
1,1,1,"70-74","140-159","<4","70-74_1_1_1_140-159_<4",42,27,26,25,26,28,33,25,19,22,21,35,27,28,58,24,32,39,41,26,30
1,1,1,"70-74","120-139","<4","70-74_1_1_1_120-139_<4",36,22,21,21,21,24,28,21,16,18,17,29,22,23,47,20,27,32,35,22,26
1,1,1,"70-74","<120","<4","70-74_1_1_1_<120_<4",30,18,18,17,17,20,24,17,13,15,14,23,19,18,37,17,22,26,30,19,21
1,1,1,"65-69",">=180","<4","65-69_1_1_1_>=180_<4",51,34,33,32,33,35,40,32,24,28,26,46,33,36,71,29,40,50,49,33,37
1,1,1,"65-69","160-179","<4","65-69_1_1_1_160-179_<4",43,28,27,26,27,29,34,26,20,23,22,38,27,29,58,24,33,41,42,28,31
1,1,1,"65-69","140-159","<4","65-69_1_1_1_140-159_<4",36,23,22,21,22,24,29,22,16,18,18,30,23,23,47,21,27,33,36,23,26
1,1,1,"65-69","120-139","<4","65-69_1_1_1_120-139_<4",30,18,18,17,18,20,24,17,13,15,15,24,19,19,36,17,22,26,30,19,22
1,1,1,"65-69","<120","<4","65-69_1_1_1_<120_<4",25,15,14,14,14,16,20,14,11,12,12,19,15,15,28,14,18,20,25,16,18
1,1,1,"60-64",">=180","<4","60-64_1_1_1_>=180_<4",46,30,29,28,29,31,36,29,21,24,24,42,29,32,61,26,35,45,45,30,34
1,1,1,"60-64","160-179","<4","60-64_1_1_1_160-179_<4",38,24,23,22,23,25,30,23,17,19,19,33,24,25,48,22,28,35,37,25,27
1,1,1,"60-64","140-159","<4","60-64_1_1_1_140-159_<4",31,19,19,18,18,21,25,18,14,16,15,26,19,20,37,18,23,27,31,20,22
1,1,1,"60-64","120-139","<4","60-64_1_1_1_120-139_<4",25,15,15,14,14,17,20,14,11,12,12,20,15,15,28,15,18,21,25,16,18
1,1,1,"60-64","<120","<4","60-64_1_1_1_<120_<4",20,12,12,11,11,13,17,11,9,10,10,15,12,12,21,12,14,16,21,13,15
1,1,1,"55-59",">=180","<4","55-59_1_1_1_>=180_<4",42,27,26,25,26,27,33,25,19,21,21,38,25,28,52,23,31,39,41,28,30
